T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,Appliances,Lights
22.6,45.79,21.7,44.96666667,23.29,45.5,21.39,48.82666667,20.11111111,60.29333333,10.26333333,99.9,18.79,45.97222222,20.82333333,56.76333333,18.0,51.36333333,10.2,759.55,95.5,6.5,50.5,9.5,78,5
22.6,45.79,21.7,45.12666667,23.29,45.59,21.32333333,48.9,20.1,60.145,10.19,99.9,18.79,46.0,20.84,56.835,18.0,51.43333333,10.2,759.5333333,95.66666667,6.333333333,53.0,9.5,78,5
22.6,45.79,21.63333333,45.12666667,23.29,45.59,21.2,48.79,20.1,60.055,10.19,99.9,18.79,46.0,20.86222222,56.85111111,18.0,51.5,10.1,759.5166667000001,95.83333333,6.166666667,55.5,9.5,77,5
22.6,45.79,21.66666667,45.2,23.29,45.66333333,21.13333333,48.79,20.1,59.95,10.19,99.9,18.82888889,46.035,20.89,56.765,18.0,51.53,10.1,759.5,96.0,6.0,58.0,9.5,77,5
22.56666667,45.82666667,21.6,45.2,23.29,45.66333333,21.06666667,48.86333333,20.06111111,59.82777778,10.19,99.9,18.81777778,46.08,20.81777778,56.62055556,18.0,51.59,10.2,759.4833332999999,95.33333333,6.333333333,55.0,9.47,76,5
22.5,45.9,21.6,45.29,23.29,45.7,21.0,48.79,20.0,59.69166667,10.19,99.9,18.79,46.09,20.82333333,56.60166667,18.0,51.7,10.2,759.4666667,94.66666667,6.666666667,52.0,9.43,76,6
22.5,45.9,21.6,45.29,23.29,45.7,20.89,48.9,20.0,59.59722222,10.19,99.9,18.79,46.09,20.79,56.49444444,18.0,51.7,10.3,759.45,94.0,7.0,49.0,9.4,77,6
22.5,45.9,21.56666667,45.4,23.29,45.73,20.89,48.9,20.01666667,59.545,10.19,99.9,18.79,46.09,20.80666667,56.42777778,18.0,51.79,10.4,759.4333333,93.33333333,7.333333333,46.0,9.37,78,6
22.39,45.9,21.5,45.4,23.29,45.79,20.79,48.79,20.00555556,59.46611111,10.19,99.9,18.83444444,46.18166667,20.84555556,56.40333333,18.0,51.86333333,10.4,759.4166667000001,92.66666667,7.666666667,43.0,9.33,78,6
22.39,45.9,21.5,45.5,23.29,45.79,20.73,48.86333333,20.0,59.42222222,10.19,99.9,18.81222222,46.2,20.80666667,56.32055556,18.1,52.03,10.5,759.4,92.0,8.0,40.0,9.3,76,5
22.39,45.9,21.42666667,45.43333333,23.26,45.86333333,20.7,48.93333333,20.0,59.38166667,10.19,99.9,18.81777778,46.2,20.81222222,56.30944444,18.1,52.22333333,10.4,759.35,93.16666667,7.166666667,40.5,9.38,75,5
22.39,45.9,21.46333333,45.56,23.2,45.79,20.7,49.0,20.0,59.275,10.19,99.9,18.80666667,46.2,20.79,56.21,18.1,52.2,10.3,759.3,94.33333333,6.333333333,41.0,9.47,74,5
22.32333333,45.9,21.39,45.5,23.2,45.79,20.6,48.9,19.93277778,59.21,10.19,99.9,18.81222222,46.22,20.79,56.215,18.1,52.2,10.3,759.25,95.5,5.5,41.5,9.55,72,5
22.29,45.93333333,21.39,45.5,23.26,45.93,20.6,48.9,19.89,59.15722222,10.19,99.9,18.79,46.2,20.79,56.29,18.1,52.2,10.2,759.2,96.66666667,4.666666667,42.0,9.63,72,4
22.29,46.0,21.39,45.5,23.2,45.9,20.5,49.0,19.89,59.09722222,10.19,99.9,18.81777778,46.275,20.79,56.29,18.1,52.2,10.1,759.15,97.83333333,3.833333333,42.5,9.72,73,4
22.29,46.0,21.29,45.59,23.2,45.9,20.5,49.0,19.89,59.03,10.26333333,99.9,18.83444444,46.27,20.79,56.225,18.1,52.29,10.0,759.1,99.0,3.0,43.0,9.8,75,5
22.23,46.0,21.35666667,45.7,23.2,45.93333333,20.5,49.06,19.89,58.98333333,10.26333333,99.9,18.80666667,46.29,20.79,56.275,18.1,52.29,9.92,759.0666667,98.33333333,3.666666667,46.33333333,9.62,74,4
22.2,46.0,21.29,45.7,23.2,46.0,20.39,49.03,19.89,58.92222222,10.26333333,99.9,18.79,46.29,20.79,56.27,18.16666667,52.29,9.83,759.0333333,97.66666667,4.333333333,49.66666667,9.43,73,5
22.2,46.0,21.29,45.79,23.2,46.0,20.39,49.09,19.86777778,58.87555556,10.16,99.9,18.81222222,46.31444444,20.79,56.285,18.2,52.4,9.75,759.0,97.0,5.0,53.0,9.25,72,4
22.16666667,46.0,21.23,45.73,23.2,46.0,20.39,49.09,19.87888889,58.85944444,10.03333333,99.9,18.81222222,46.31444444,20.79,56.22,18.2,52.4,9.67,758.9666667,96.33333333,5.666666667,56.33333333,9.07,73,4
22.1,46.06,21.2,45.7,23.2,46.0,20.39,49.09,19.82888889,58.735,9.86,99.9,18.79,46.255,20.79,56.21,18.2,52.5,9.58,758.9333333,95.66666667,6.333333333,59.66666667,8.88,73,4
22.1,46.09,21.26,45.76,23.2,46.06,20.29,49.2,19.80111111,58.69166667,9.8,99.9,18.79,46.2,20.79,56.145,18.2,52.5,9.5,758.9,95.0,7.0,63.0,8.7,75,5
22.1,46.16333333,21.2,45.79,23.2,46.09,20.29,49.2,19.79,58.62666667,9.66,99.9,18.79,46.2,20.785,56.09,18.2,52.5,9.47,758.8333332999999,94.83333333,6.833333333,63.33333333,8.65,75,4
22.1,46.2,21.2,45.79,23.2,46.09,20.29,49.2,19.79,58.59,9.6,99.9,18.79,46.18777778,20.775,56.08,18.2,52.5,9.43,758.7666667000001,94.66666667,6.666666667,63.66666667,8.6,76,4
22.1,46.2,21.2,45.79,23.2,46.09,20.29,49.2,19.79,58.585,9.566666667,99.9,18.81222222,46.12055556,20.79,56.005,18.2,52.5,9.4,758.7,94.5,6.5,64.0,8.55,75,4
22.1,46.2,21.13333333,45.79,23.2,46.09,20.2,49.2,19.79,58.54,9.5,99.9,18.79,46.09,20.79,56.0,18.2,52.5,9.37,758.6333333,94.33333333,6.333333333,64.33333333,8.5,75,4
22.03333333,46.06666667,21.1,45.79,23.2,46.2,20.2,49.2,19.79,58.51,9.463333333,99.9,18.80111111,46.085,20.78,56.0,18.2,52.5,9.33,758.5666667,94.16666667,6.166666667,64.66666667,8.45,75,4
22.0,46.03,21.1,45.86333333,23.2,46.2,20.2,49.2,19.79,58.5,9.39,99.9,18.80111111,46.01,20.735,56.0,18.2,52.5,9.3,758.5,94.0,6.0,65.0,8.4,76,4
22.0,46.09,21.1,45.9,23.15,46.2,20.2,49.2,19.79,58.41666667,9.39,99.9,18.79,46.0,20.7,56.005,18.2,52.5,9.33,758.45,93.16666667,6.0,60.83333333,8.3,75,4
21.92666667,46.09,21.03333333,45.82666667,23.16666667,46.2,20.16666667,49.2,19.79,58.37555556,9.33,99.9,18.79,46.0,20.7,56.11055556,18.2,52.56,9.37,758.4,92.33333333,6.0,56.66666667,8.2,77,4
21.89,46.09,21.0,45.79,23.16666667,46.2,20.1,49.12666667,19.765,58.30833333,9.39,99.9,18.79,45.94444444,20.7,56.255,18.23,52.62666667,9.4,758.35,91.5,6.0,52.5,8.1,76,4
21.89,46.09,21.0,45.79,23.2,46.29,20.1,49.2,19.735,58.29,9.3225,99.9,18.82333333,45.95,20.7,56.37277778,18.29,52.7,9.43,758.3,90.66666667,6.0,48.33333333,8.0,77,4
21.89,46.2,21.0,45.79,23.2,46.23,20.1,49.2,19.715,58.255,9.226666667,99.9,18.80111111,45.91111111,20.73,56.59833333,18.29,52.7,9.47,758.25,89.83333333,6.0,44.16666667,7.9,78,4
21.89,46.2,21.0,45.79,23.2,46.23,20.1,49.2,19.72,58.21,9.19,99.9,18.79,45.86944444,20.71,56.76,18.29,52.7,9.5,758.2,89.0,6.0,40.0,7.8,77,4
21.79,46.09,20.89,45.93333333,23.13333333,46.29,20.025,49.1175,19.7,58.25777778,9.13,99.9,18.79,45.79,20.735,56.79333333,18.32333333,52.76,9.43,758.1666667000001,89.0,6.0,43.66666667,7.73,78,4
21.85666667,46.16333333,20.89,46.0,23.1,46.2,20.0,49.09,19.7,58.18777778,9.1,99.9,18.79,45.745,20.725,56.52944444,18.315,52.6175,9.37,758.1333333,89.0,6.0,47.33333333,7.67,78,4
21.79,46.23,20.89,46.0,23.1,46.12666667,20.03333333,49.19333333,19.7,58.235,9.033333333,99.9,18.79,45.7,20.7,56.21444444,18.29,52.59,9.3,758.1,89.0,6.0,51.0,7.6,78,4
21.79,46.29,20.89,46.03,23.0,45.9,20.16666667,49.46666667,19.7,58.30222222,9.0,99.9,18.79,45.65722222,20.7,55.83111111,18.29,52.53,9.23,758.0666667,89.0,6.0,54.66666667,7.53,78,5
21.79,46.29,20.89,46.09,23.0,45.82666667,20.2,49.59,19.7,58.36944444,8.926666667000001,99.9,18.79,45.60222222,20.68333333,55.51333333,18.29,52.53,9.17,758.0333333,89.0,6.0,58.33333333,7.47,79,5
21.79,46.36333333,20.85666667,46.09,23.0,45.7,20.26,49.72333333,19.7,58.36944444,8.89,99.9,18.79,45.56,20.62222222,55.15,18.29,52.5,9.1,758.0,89.0,6.0,62.0,7.4,81,5
21.79,46.4,20.85666667,46.16333333,23.0,45.62666667,20.39,49.79,19.65555556,58.28833333,8.83,99.83333333,18.79,45.505,20.6,54.84444444,18.29,52.5,9.02,757.95,90.0,6.0,62.0,7.48,80,5
21.73,46.46666667,20.85666667,46.16333333,22.85666667,45.16666667,20.46333333,49.86333333,19.62777778,58.28555556,8.8,99.8,18.79,45.5,20.6,54.645,18.29,52.4,8.93,757.9,91.0,6.0,62.0,7.57,81,5
21.76,46.66333333,20.79,46.03,22.66333333,44.3,21.13,49.26333333,19.64444444,58.25,8.8,99.86666667,18.79,45.46111111,20.57777778,54.43777778,18.29,52.46666667,8.85,757.85,92.0,6.0,62.0,7.65,81,6
21.7,46.66333333,20.76,46.09,22.46333333,44.43,21.39,48.59666667,19.6,58.14,8.8,99.9,18.79,45.38166667,20.52777778,54.22666667,18.29,52.46666667,8.77,757.8,93.0,6.0,62.0,7.73,83,7
21.7,46.59,20.7,45.96333333,22.32333333,44.36333333,21.26,48.29,19.6,57.82333333,8.8,99.9,18.79,45.30222222,20.5,53.93055556,18.29,52.32666667,8.68,757.75,94.0,6.0,62.0,7.82,85,6
21.7,46.53,20.7,45.9,22.29,44.53,21.13333333,48.23,19.61666667,57.38,8.8,99.9,18.79,45.28,20.5,53.64,18.29,52.16333333,8.6,757.7,95.0,6.0,62.0,7.9,85,6
21.7,46.5,20.7,45.9,22.29,44.72333333,21.06666667,48.1,19.60555556,56.87388889,8.8,99.9,18.77,45.205,20.5,53.43055556,18.29,52.03,8.62,757.6333333,95.33333333,6.0,58.66666667,7.95,84,6
21.7,46.63333333,20.7,45.9,22.32333333,44.79,21.0,47.96666667,19.6,56.54055556,8.8,99.9,18.76,45.2,20.46944444,53.18944444,18.29,51.86333333,8.63,757.5666667,95.66666667,6.0,55.33333333,8.0,89,6
21.7,48.895,20.7,45.96666667,22.315,44.8175,20.89,48.12666667,19.6,56.34388889,8.845,99.9,18.73,45.2,20.43888889,52.96277778,18.29,51.73,8.65,757.5,96.0,6.0,52.0,8.05,92,6
21.79,48.7,20.76,46.23,22.35666667,44.9,20.96333333,48.2,19.6,56.35611111,8.86,99.9,18.755,45.18777778,20.39,52.765,18.26,51.52666667,8.67,757.4333333,96.33333333,6.0,48.66666667,8.1,90,6
21.73,48.5,20.7,46.29,22.39,44.93333333,21.0,48.23,19.6,56.41111111,8.89,99.9,18.7,45.16333333,20.39,52.60333333,18.26,51.4,8.68,757.3666667,96.66666667,6.0,45.33333333,8.15,90,6
21.73,48.06,20.73,46.26,22.315,45.0,21.0,48.29,19.6,56.43333333,8.963333333,99.9,18.73,45.18777778,20.37888889,52.51,18.29,51.29,8.7,757.3,97.0,6.0,42.0,8.2,89,6
21.73,47.93333333,20.79,46.12666667,22.35666667,45.0,21.0,48.26,19.6,56.45555556,9.0,99.9,18.72,45.16333333,20.31777778,52.41666667,18.29,51.23,8.75,757.2833333,97.0,6.0,45.5,8.25,89,6
21.73,47.86333333,20.82333333,46.16333333,22.39,45.03,21.0,48.26,19.58888889,56.42222222,9.066666667,99.9,18.71,45.2,20.31222222,52.32055556,18.29,51.09,8.8,757.2666667000001,97.0,6.0,49.0,8.3,88,6
21.79,47.79,20.9425,46.1175,22.39,45.09,21.0,48.245,19.57222222,56.39388889,9.033333333,99.9,18.7,45.2,20.29,52.235,18.2675,50.9975,8.85,757.25,97.0,6.0,52.5,8.35,88,6
21.79,47.7,21.16666667,45.86666667,22.39,45.09,21.0,48.2,19.51666667,56.32666667,9.1,99.9,18.715,45.2,20.29,52.18777778,18.2,50.82666667,8.9,757.2333332999999,97.0,6.0,56.0,8.4,90,6
21.73,47.76,21.16666667,45.7,22.39,45.09,21.06666667,48.26,19.52777778,56.29,9.13,99.9,18.705,45.22,20.29,52.15722222,18.2,50.76,8.95,757.2166667,97.0,6.0,59.5,8.45,91,6
21.73,47.69333333,21.1,45.7,22.39,45.2,21.1,48.36333333,19.53888889,56.245,9.263333333,99.9,18.72,45.225,20.29,52.10222222,18.2,50.7,9.0,757.2,97.0,6.0,63.0,8.5,94,6
21.79,47.36,21.1,45.66333333,22.39,45.2,21.1,48.36333333,19.51111111,56.10833333,9.3,99.9,18.7,45.29,20.255,52.03833333,18.2,50.66333333,8.93,757.1666667000001,96.66666667,5.833333333,62.83333333,8.38,91,6
21.79,47.06,21.16666667,45.59,22.39,45.2,21.1,48.5,19.53333333,56.045,9.3,99.9,18.7,45.31444444,20.22,51.92222222,18.2,50.59,8.87,757.1333333,96.33333333,5.666666667,62.66666667,8.27,90,6
21.79,46.86,21.23,45.59,22.39,45.2,21.1,48.5,19.50555556,55.98333333,9.39,99.9,18.71,45.29,20.2,51.88166667,18.2,50.59,8.8,757.1,96.0,5.5,62.5,8.15,91,6
21.79,46.9,21.29,45.59,22.39,45.23,21.13333333,48.5,19.5,55.9,9.463333333,99.9,18.71,45.345,20.2,51.79,18.2,50.53,8.73,757.0666667,95.66666667,5.333333333,62.33333333,8.03,90,6
21.79,46.9,21.39,45.5,22.39,45.29,21.2,48.5,19.5,55.9,9.5,99.9,18.725,45.4,20.2,51.79,18.2,50.5,8.67,757.0333333,95.33333333,5.166666667,62.16666667,7.92,90,6
21.79,46.86333333,21.39,45.5,22.35666667,45.4,21.2,48.73,19.5,55.85722222,9.5,99.9,18.725,45.4,20.2,51.79,18.2,50.5,8.6,757.0,95.0,5.0,62.0,7.8,91,7
21.79,46.86333333,21.39,45.4,22.35666667,45.4,21.2,48.79,19.5,55.80222222,9.2,99.86666667,18.71,45.30833333,20.18333333,51.70888889,18.2,50.5,8.55,756.9333333,95.0,5.166666667,62.16666667,7.77,92,6
21.82333333,47.0,21.39,45.4,22.39,45.43333333,21.2,48.79,19.5,55.79,9.0,99.72666667,18.7,45.245,20.13888889,51.60222222,18.2,50.5,8.5,756.8666667,95.0,5.333333333,62.33333333,7.73,93,7
21.89,47.33333333,21.39,45.29,22.39,45.5,21.26,48.86333333,19.5,55.79,8.945,99.59,18.7,45.10333333,20.10555556,51.52944444,18.2,50.4,8.45,756.8,95.0,5.5,62.5,7.7,92,7
21.82333333,47.43333333,21.39,45.29,22.39,45.5,21.29,48.76,19.5,55.79,8.8,99.4,18.7,45.01,20.1,51.41111111,18.2,50.32666667,8.4,756.7333332999999,95.0,5.666666667,62.66666667,7.67,90,7
21.815,47.425,21.35666667,45.26,22.39,45.5,21.29,48.62666667,19.5,55.70888889,8.726666667,99.4,18.7,44.91055556,20.1,51.33277778,18.2,50.26,8.35,756.6666667000001,95.0,5.833333333,62.83333333,7.63,90,7
21.85666667,47.4,21.29,45.2,22.39,45.56,21.26,48.23333333,19.5,55.60222222,8.726666667,99.26333333,18.7,44.80222222,20.11666667,51.225,18.2,50.2,8.3,756.6,95.0,6.0,63.0,7.6,91,7
21.89,47.26,21.29,45.23,22.39,45.59,21.2,47.69333333,19.5,55.65722222,8.8,99.19,18.71,44.67833333,20.10555556,51.15722222,18.2,50.09,8.28,756.5166667000001,95.0,5.833333333,56.33333333,7.58,88,6
21.89,47.12666667,21.29,45.29,22.39,45.59,21.1,47.46666667,19.5,55.78666667,8.83,99.12333333,18.72,44.63277778,20.1,51.065,18.2,50.03,8.27,756.4333333,95.0,5.666666667,49.66666667,7.57,87,6
21.89,47.33,21.29,45.36,22.42666667,45.7,21.03333333,47.26666667,19.5,56.19,8.83,99.12333333,18.71,44.59,20.1,50.99444444,18.2,50.0,8.25,756.35,95.0,5.5,43.0,7.55,85,6
21.89,47.99666667,21.29,45.69333333,22.42666667,45.76,20.945,47.145,19.5,56.47222222,8.69,99.19,18.7,44.525,20.1,50.91111111,18.2,49.975,8.23,756.2666667000001,95.0,5.333333333,36.33333333,7.53,85,6
21.89,50.06,21.2,46.045,22.46333333,45.93333333,20.85666667,47.16333333,19.5,56.5,8.69,99.19,18.72,44.48888889,20.07777778,50.85722222,18.2,49.82666667,8.22,756.1833333,95.0,5.166666667,29.66666667,7.52,90,5
21.89,50.39333333,21.2,46.16333333,22.46333333,46.06,20.79,47.16333333,19.5,56.45,8.69,99.19,18.72,44.41666667,20.08888889,50.78,18.2,49.79,8.2,756.1,95.0,5.0,23.0,7.5,88,5
21.79,49.83333333,21.2,46.09,22.39,46.09,20.79,47.32666667,19.5,56.38166667,8.69,99.12333333,18.72,44.33277778,20.02777778,50.66222222,18.2,49.73,8.08,756.1166667,94.33333333,5.166666667,23.0,7.27,92,5
21.79,49.22666667,21.2,46.66666667,22.39,46.09,20.73,47.46666667,19.5,56.21444444,8.66,99.15666667,18.72,44.245,20.0,50.545,18.23,50.1,7.97,756.1333333,93.66666667,5.333333333,23.0,7.03,92,5
21.79,48.79666667,21.2,47.52666667,22.39,46.09,20.7,47.56,19.46333333,55.91722222,8.6,99.09,18.7,44.12777778,20.0,50.43888889,18.29,50.83333333,7.85,756.15,93.0,5.5,23.0,6.8,92,5
21.79,48.46333333,21.2,46.83333333,22.32333333,46.09,20.7,47.5,19.40833333,55.76333333,8.36,99.09,18.72,43.98222222,20.0,50.33277778,18.39,51.32666667,7.73,756.1666667000001,92.33333333,5.666666667,23.0,6.57,93,5
21.79,48.22333333,21.2,46.56666667,22.29,46.09,20.66666667,47.46666667,19.42055556,55.55666667,8.226666667,99.09,18.7,43.88166667,20.0,50.38777778,18.46333333,51.46666667,7.62,756.1833333,91.66666667,5.833333333,23.0,6.33,91,5
21.79,47.96333333,21.2,46.16333333,22.29,46.09,20.6,47.4,19.48777778,54.85666667,8.033333333,99.15666667,18.7,43.745,20.0,50.30222222,18.5,51.4,7.5,756.2,91.0,6.0,23.0,6.1,92,6
21.79,47.6,21.2,46.03,22.29,46.0,20.6,47.26,19.56111111,54.25777778,7.833333333,99.03,18.7,43.59333333,19.97555556,50.235,18.5,51.4,7.5,756.2,90.66666667,6.166666667,25.83333333,6.05,93,6
21.79,47.66,21.1,46.5,22.29,45.93333333,20.53333333,47.12666667,19.6,54.34055556,7.745,98.9,18.7,43.45,19.945,50.145,18.5,51.29,7.5,756.2,90.33333333,6.333333333,28.66666667,6.0,93,6
21.79,49.56333333,21.1,46.83333333,22.32333333,46.03,20.5,46.96666667,19.61666667,54.91944444,7.69,98.9,18.7,43.32777778,19.89,50.02944444,18.5,51.15666667,7.5,756.2,90.0,6.5,31.5,5.95,93,5
21.79,50.49,21.1,47.12666667,22.39,46.69666667,20.5,46.9,19.7,55.30777778,7.69,98.9,18.7,43.21,19.89,49.88055556,18.5,50.93,7.5,756.2,89.66666667,6.666666667,34.33333333,5.9,94,5
21.79,50.06333333,21.1,47.2,22.39,47.22333333,20.39,46.63333333,19.7,54.93277778,7.69,98.9,18.7,43.09333333,19.89,49.785,18.42666667,50.59666667,7.5,756.2,89.33333333,6.833333333,37.16666667,5.85,98,5
21.73,49.65666667,21.1,47.02666667,22.315,47.09,20.39,46.5,19.7,54.45166667,7.623333333,98.83333333,18.7,42.98333333,19.89,49.69777778,18.39,50.26,7.5,756.2,89.0,7.0,40.0,5.8,100,5
21.7,49.05,21.1,46.82666667,22.29,47.09,20.39,46.46666667,19.7,53.87888889,7.59,98.8,18.7,42.91111111,19.89,49.59111111,18.39,50.06666667,7.47,756.2333332999999,89.5,6.666666667,40.0,5.83,98,5
21.7,48.66333333,21.0,46.43,22.29,46.93,20.39,46.4,19.7,53.41666667,7.59,98.8,18.7,42.845,19.89,49.48222222,18.39,49.76,7.43,756.2666667000001,90.0,6.333333333,40.0,5.87,96,5
21.7,48.66333333,21.0,46.23,22.23,46.65666667,20.29,46.2,19.7,52.87888889,7.59,98.8,18.7,42.755,19.88444444,49.39388889,18.39,49.56666667,7.4,756.3,90.5,6.0,40.0,5.9,95,5
21.7,48.46666667,21.0,45.93,22.2,46.5,20.29,46.2,19.7,52.46166667,7.59,98.8,18.7,42.7,19.84555556,49.35111111,18.39,49.33333333,7.37,756.3333332999999,91.0,5.666666667,40.0,5.93,96,5
21.63333333,48.19333333,21.0,45.65666667,22.2,46.5,20.29,46.2,19.7,51.95055556,7.623333333,98.83333333,18.7,42.66944444,19.79,49.235,18.315,49.095,7.33,756.3666667,91.5,5.333333333,40.0,5.97,92,4
21.66666667,47.89333333,21.0,45.545,22.1,46.4,20.26,46.16333333,19.745,51.40444444,7.69,98.9,18.7,42.60222222,19.79,49.145,18.29,48.93333333,7.3,756.4,92.0,5.0,40.0,6.0,84,4
21.6,47.36,21.0,45.22333333,22.1,46.32666667,20.2,46.03,19.79,51.01333333,7.6566666670000005,98.86666667,18.67777778,42.565,19.79,49.09,18.29,48.76,7.3,756.4833332999999,91.66666667,5.0,40.0,5.97,87,4
21.6,47.06,21.0,45.03,22.06666667,46.22333333,20.2,46.0,19.79,50.60222222,7.53,98.8,18.68888889,42.51888889,19.79,49.065,18.29,48.62666667,7.3,756.5666667,91.33333333,5.0,40.0,5.93,88,4
21.6,46.93333333,21.03333333,44.9,22.0,46.09,20.2,46.0,19.79,50.31166667,7.33,98.52666667,18.66666667,42.46666667,19.79,49.04111111,18.29,48.46666667,7.3,756.65,91.0,5.0,40.0,5.9,87,4
21.6,47.06666667,21.1,44.82666667,22.06666667,46.02666667,20.2,46.0,19.81777778,50.05722222,7.123333333,98.33333333,18.67777778,42.42555556,19.84,49.28777778,18.29,48.32666667,7.3,756.7333332999999,90.66666667,5.0,40.0,5.87,91,4
21.6,46.92666667,21.1,44.63333333,22.0,45.9,20.2,45.86,19.89,49.74666667,6.933333332999999,98.26,18.66666667,42.36333333,19.98722222,49.44388889,18.29,48.26,7.3,756.8166667,90.33333333,5.0,40.0,5.83,88,4
21.63333333,46.59,21.16666667,44.43333333,22.1,46.0,20.23,46.15666667,19.945,49.39,7.0,98.4,18.61666667,42.24333333,20.11666667,49.635,18.29,48.12666667,7.3,756.9,90.0,5.0,40.0,5.8,85,4
21.7,46.46333333,21.2,44.26,22.1,46.0,20.35666667,46.36333333,20.0,49.09777778,6.9,98.33333333,18.6,42.15722222,20.255,49.66944444,18.26,48.02666667,7.27,757.0166667000001,88.83333333,5.166666667,40.0,5.57,84,4
21.7,46.16333333,21.26,44.2,22.1,45.9,20.39,46.4,20.01666667,48.84611111,6.9,98.2975,18.6,42.065,20.34,49.57722222,18.26,47.9,7.23,757.1333333,87.66666667,5.333333333,40.0,5.33,85,4
21.7,46.03,21.29,44.06,22.1,45.845,20.46333333,46.4,20.08888889,48.64722222,6.833333333,98.06333333,18.6,41.98333333,20.48722222,49.51444444,18.2,47.7,7.2,757.25,86.5,5.5,40.0,5.1,86,4
21.7,46.36666667,21.35666667,43.93333333,22.09444444,45.79,20.5,46.43,20.1,48.41944444,6.6566666670000005,97.89666667,18.6,41.835,20.58888889,49.38055556,18.2,47.62666667,7.17,757.3666667,85.33333333,5.666666667,40.0,4.87,89,4
21.76,48.56666667,21.39,43.82666667,22.04285714,45.86071429,20.5,46.15666667,20.1,48.54277778,6.463333333,97.49666667,18.6,41.70666667,20.66111111,49.275,18.2,47.46666667,7.13,757.4833332999999,84.16666667,5.833333333,40.0,4.63,90,4
21.82333333,55.03333333,21.39,44.23333333,22.0,45.92909091,20.5,45.93,20.17222222,50.15777778,6.263333332999999,97.12666667,18.6,41.545,20.71,49.01722222,18.2,47.32666667,7.1,757.6,83.0,6.0,40.0,4.4,91,4
21.96333333,55.9,21.5,45.63333333,22.02142857,46.41071429,20.5,45.73,20.255,51.78222222,6.123333333,97.0,18.6,41.43277778,20.725,48.83833333,18.2,47.2,7.03,757.6333333,82.66666667,6.0,38.16666667,4.27,90,5
22.0,53.06666667,21.56666667,45.96666667,22.08,46.678000000000004,20.5,45.56,20.29,51.80055556,5.966666667,96.62666667,18.6,41.27722222,20.79,48.96666667,18.2,47.12666667,6.97,757.6666667000001,82.33333333,6.0,36.33333333,4.13,89,5
22.025,51.625,21.63333333,45.83333333,22.1,46.79,20.5,45.96666667,20.33444444,53.72944444,5.833333333,96.43333333,18.6,41.12777778,20.80111111,49.01,18.2,46.96666667,6.9,757.7,82.0,6.0,34.5,4.0,95,5
22.1,50.16666667,21.7,45.56666667,22.1,46.79,20.92666667,46.46666667,20.85555556,71.85,5.763333332999999,96.33,18.6,40.98222222,20.80111111,48.99888889,18.2,46.82666667,6.83,757.7333332999999,81.66666667,6.0,32.66666667,3.87,105,7
22.13333333,49.06333333,21.82333333,45.23,22.1,46.76,21.4,46.26666667,20.65388889,65.97777778,5.623333333,96.12333333,18.6,40.83277778,20.87333333,48.92166667,18.2,46.66333333,6.77,757.7666667000001,81.33333333,6.0,30.83333333,3.73,107,7
22.2,48.65666667,21.89,45.36333333,22.1,46.62666667,21.5,46.12666667,21.03111111,71.31333333,5.5,96.22666667,18.6,40.745,20.87888889,48.66611111,18.2,46.4975,6.7,757.8,81.0,6.0,29.0,3.6,107,7
22.23,48.29666667,21.92666667,45.19333333,22.1,46.553999999999995,21.4175,46.0,22.96777778,87.89111111,5.5,96.3,18.6,40.60833333,20.79555556,48.22166667,18.2,46.32666667,6.65,757.85,81.16666667,6.0,28.66666667,3.58,108,6
22.29,47.83,22.025,44.7925,22.1,46.46666667,21.39,46.0,22.52555556,89.06944444,5.5,96.5,18.6,40.565,20.80111111,48.69833333,18.1,46.2,6.6,757.9,81.33333333,6.0,28.33333333,3.57,107,6
22.39,47.19333333,22.1,44.53,22.1,46.356,21.39,45.93,21.94444444,91.75166667,5.433333332999999,96.36666667,18.6,40.41055556,20.88444444,49.08777778,18.1,46.12666667,6.55,757.95,81.5,6.0,28.0,3.55,103,6
22.39,46.8,22.1,44.4,22.1,46.09,21.39,45.73,21.66,92.93055556,5.366666667,96.22666667,18.6,40.28722222,20.89,49.12055556,18.1,46.0,6.5,758.0,81.66666667,6.0,27.66666667,3.53,102,5
22.39,46.43,22.1,44.4,22.1,46.09,21.39,45.36333333,21.41944444,93.22833333,5.366666667,96.3,18.6,40.20388889,20.98166667,49.06944444,18.1,45.93333333,6.45,758.05,81.83333333,6.0,27.33333333,3.52,102,5
22.39,46.23,22.1,44.26,22.07142857,46.06428571,21.32333333,45.15666667,21.27611111,92.81333333,5.366666667,96.23,18.6,40.10222222,21.07222222,48.95555556,18.1,45.76,6.4,758.1,82.0,6.0,27.0,3.5,100,5
22.39,45.96666667,22.03333333,44.06666667,22.075,45.975,21.35666667,44.96666667,21.09388889,91.98055556,5.1925,95.9225,18.6,40.00944444,21.16111111,48.83277778,18.1,45.7,6.27,758.15,82.83333333,5.666666667,26.83333333,3.5,107,4
22.39,45.76666667,22.0,43.86333333,22.0,45.9,21.35666667,44.82666667,20.87444444,90.85666667,5.156666667,95.99333333,18.55555556,39.91111111,21.245,48.81444444,18.1,45.56,6.13,758.2,83.66666667,5.333333333,26.66666667,3.5,105,5
